Date Time, Water Level, Sigma, I, L 
2023-03-27 14:00,0.821,0.024,0,0
2023-03-27 15:00,1.062,0.036,0,0
2023-03-27 16:00,1.193,0.03,0,0
2023-03-27 17:00,1.286,0.026,0,0
2023-03-27 18:00,1.357,0.029,0,0
2023-03-27 19:00,1.23,0.045,0,0
2023-03-27 20:00,1.007,0.023,0,0
2023-03-27 21:00,0.745,0.036,0,0
2023-03-27 22:00,0.546,0.075,0,0
2023-03-27 23:00,0.433,0.05,0,0
2023-03-28 00:00,0.48,0.023,0,0
2023-03-28 01:00,0.67,0.019,0,0
2023-03-28 02:00,0.951,0.029,0,0
2023-03-28 03:00,1.142,0.017,0,0
2023-03-28 04:00,1.291,0.022,0,0
2023-03-28 05:00,1.404,0.014,0,0
2023-03-28 06:00,1.539,0.017,0,0
2023-03-28 07:00,1.543,0.022,0,0
2023-03-28 08:00,1.366,0.013,0,0
2023-03-28 09:00,1.06,0.038,0,0
2023-03-28 10:00,0.754,0.056,0,0
2023-03-28 11:00,0.556,0.029,0,0
2023-03-28 12:00,0.459,0.032,0,0
2023-03-28 13:00,0.543,0.037,0,0
2023-03-28 14:00,0.714,0.023,0,0
2023-03-28 15:00,0.88,0.022,0,0
2023-03-28 16:00,1.009,0.027,0,0
2023-03-28 17:00,1.1,0.047,0,0
2023-03-28 18:00,1.214,0.025,0,0
2023-03-28 19:00,1.239,0.023,0,0
2023-03-28 20:00,1.131,0.026,0,0
2023-03-28 21:00,0.976,0.034,0,0
2023-03-28 22:00,0.787,0.071,0,0
2023-03-28 23:00,0.669,0.044,0,0
2023-03-29 00:00,0.585,0.023,0,0
2023-03-29 01:00,0.564,0.015,0,0
2023-03-29 02:00,0.696,0.02,0,0
2023-03-29 03:00,0.842,0.016,0,0
2023-03-29 04:00,1.09,0.023,0,0
2023-03-29 05:00,1.297,0.017,0,0
2023-03-29 06:00,1.452,0.012,0,0
2023-03-29 07:00,1.416,0.022,0,0
2023-03-29 08:00,1.282,0.032,0,0
2023-03-29 09:00,1.079,0.015,0,0
2023-03-29 10:00,0.836,0.019,0,0
2023-03-29 11:00,0.675,0.023,0,0
2023-03-29 12:00,0.508,0.031,0,0
2023-03-29 13:00,0.395,0.027,0,0
2023-03-29 14:00,0.416,0.027,0,0
2023-03-29 15:00,0.561,0.02,0,0
2023-03-29 16:00,0.787,0.034,0,0
2023-03-29 17:00,0.982,0.029,0,0
2023-03-29 18:00,1.091,0.04,0,0
2023-03-29 19:00,1.178,0.037,0,0
2023-03-29 20:00,1.265,0.037,0,0
2023-03-29 21:00,1.187,0.046,0,0
2023-03-29 22:00,1.038,0.046,0,0
2023-03-29 23:00,0.857,0.041,0,0
2023-03-30 00:00,0.732,0.027,0,0
2023-03-30 01:00,0.666,0.024,0,0
2023-03-30 02:00,0.67,0.028,0,0
2023-03-30 03:00,0.763,0.048,0,0
2023-03-30 04:00,0.912,0.025,0,0
2023-03-30 05:00,1.069,0.021,0,0
2023-03-30 06:00,1.203,0.014,0,0
2023-03-30 07:00,1.189,0.019,0,0
2023-03-30 08:00,1.169,0.021,0,0
2023-03-30 09:00,1.02,0.014,0,0
2023-03-30 10:00,0.81,0.011,0,0
2023-03-30 11:00,0.546,0.022,0,0
2023-03-30 12:00,0.495,0.029,0,0
2023-03-30 13:00,0.416,0.038,0,0
2023-03-30 14:00,0.383,0.029,0,0
2023-03-30 15:00,0.372,0.03,0,0
2023-03-30 16:00,0.479,0.023,0,0
2023-03-30 17:00,0.605,0.02,0,0
2023-03-30 18:00,0.749,0.032,0,0
2023-03-30 19:00,0.916,0.038,0,0
2023-03-30 20:00,1.01,0.028,0,0
2023-03-30 21:00,1.029,0.041,0,0
2023-03-30 22:00,0.967,0.053,0,0
2023-03-30 23:00,0.798,0.036,0,0
2023-03-31 00:00,0.613,0.026,0,0
2023-03-31 01:00,0.471,0.031,0,0
2023-03-31 02:00,0.39,0.022,0,0
2023-03-31 03:00,0.354,0.017,0,0
2023-03-31 04:00,0.458,0.012,0,0
2023-03-31 05:00,0.704,0.01,0,0
2023-03-31 06:00,1.018,0.012,0,0
2023-03-31 07:00,1.207,0.01,0,0
2023-03-31 08:00,1.266,0.016,0,0
2023-03-31 09:00,1.256,0.01,0,0
2023-03-31 10:00,1.204,0.034,0,0
2023-03-31 11:00,1.051,0.038,0,0
2023-03-31 12:00,0.819,0.02,0,0
2023-03-31 13:00,0.618,0.03,0,0
2023-03-31 14:00,0.471,0.026,0,0
2023-03-31 15:00,0.415,0.028,0,0
2023-03-31 16:00,0.411,0.041,0,0
2023-03-31 17:00,0.539,0.021,0,0
2023-03-31 18:00,0.653,0.028,0,0
2023-03-31 19:00,0.876,0.024,0,0
2023-03-31 20:00,1.088,0.029,0,0
2023-03-31 21:00,1.289,0.042,0,0
2023-03-31 22:00,1.293,0.036,0,0
2023-03-31 23:00,1.125,0.031,0,0
2023-04-01 00:00,0.977,0.054,0,0
2023-04-01 01:00,0.779,0.028,0,0
2023-04-01 02:00,0.683,0.03,0,0
2023-04-01 03:00,0.567,0.023,0,0
2023-04-01 04:00,0.516,0.012,0,0
2023-04-01 05:00,0.605,0.011,0,0
2023-04-01 06:00,0.85,0.015,0,0
2023-04-01 07:00,1.09,0.015,0,0
2023-04-01 08:00,1.284,0.011,0,0
2023-04-01 09:00,1.459,0.011,0,0
2023-04-01 10:00,1.524,0.009,0,0
2023-04-01 11:00,1.436,0.025,0,0
2023-04-01 12:00,1.228,0.024,0,0
2023-04-01 13:00,0.986,0.026,0,0
2023-04-01 14:00,0.773,0.034,0,0
2023-04-01 15:00,0.649,0.035,0,0
2023-04-01 16:00,0.538,0.036,0,0
2023-04-01 17:00,0.423,0.041,0,0
2023-04-01 18:00,0.543,0.023,0,0
2023-04-01 19:00,0.767,0.026,0,0
2023-04-01 20:00,1.034,0.027,0,0
2023-04-01 21:00,1.248,0.026,0,0
2023-04-01 22:00,1.326,0.039,0,0
2023-04-01 23:00,1.382,0.027,0,0
2023-04-02 00:00,1.272,0.019,0,0
2023-04-02 01:00,1.099,0.025,0,0
2023-04-02 02:00,0.861,0.019,0,0
2023-04-02 03:00,0.558,0.017,0,0
2023-04-02 04:00,0.304,0.014,0,0
2023-04-02 05:00,0.169,0.011,0,0
2023-04-02 06:00,0.355,0.013,0,0
2023-04-02 07:00,0.728,0.012,0,0
2023-04-02 08:00,1.094,0.015,0,0
2023-04-02 09:00,1.025,0.02,0,0
2023-04-02 10:00,0.949,0.011,0,0
2023-04-02 11:00,0.882,0.048,0,0
2023-04-02 12:00,0.921,0.021,0,0
2023-04-02 13:00,0.814,0.016,0,0
2023-04-02 14:00,0.505,0.017,0,0
2023-04-02 15:00,0.335,0.024,0,0
2023-04-02 16:00,0.222,0.038,0,0
2023-04-02 17:00,0.119,0.042,0,0
2023-04-02 18:00,0.265,0.03,0,0
2023-04-02 19:00,0.513,0.039,0,0
2023-04-02 20:00,0.8,0.028,0,0
2023-04-02 21:00,1.062,0.041,0,0
2023-04-02 22:00,1.241,0.035,0,0
2023-04-02 23:00,1.35,0.031,0,0
2023-04-03 00:00,1.34,0.043,0,0
2023-04-03 01:00,1.249,0.049,0,0
2023-04-03 02:00,1.019,0.034,0,0
2023-04-03 03:00,0.656,0.023,0,0
2023-04-03 04:00,0.375,0.021,0,0
2023-04-03 05:00,0.304,0.015,0,0
2023-04-03 06:00,0.42,0.011,0,0
2023-04-03 07:00,0.705,0.01,0,0
2023-04-03 08:00,1.055,0.013,0,0
2023-04-03 09:00,1.404,0.02,0,0
2023-04-03 10:00,1.599,0.028,0,0
2023-04-03 11:00,1.635,0.037,0,0
2023-04-03 12:00,1.567,0.036,0,0
2023-04-03 13:00,1.365,0.04,0,0
2023-04-03 14:00,1.138,0.051,0,0
2023-04-03 15:00,0.824,0.027,0,0
2023-04-03 16:00,0.576,0.04,0,0
2023-04-03 17:00,0.377,0.037,0,0
2023-04-03 18:00,0.313,0.032,0,0
2023-04-03 19:00,0.467,0.028,0,0
2023-04-03 20:00,0.767,0.036,0,0
2023-04-03 21:00,1.175,0.037,0,0
2023-04-03 22:00,1.436,0.05,0,0
2023-04-03 23:00,1.596,0.055,0,0
2023-04-04 00:00,1.62,0.036,0,0
2023-04-04 01:00,1.489,0.021,0,0
2023-04-04 02:00,1.183,0.03,0,0
2023-04-04 03:00,0.793,0.014,0,0
2023-04-04 04:00,0.507,0.018,0,0
2023-04-04 05:00,0.365,0.017,0,0
2023-04-04 06:00,0.291,0.012,0,0
2023-04-04 07:00,0.395,0.012,0,0
2023-04-04 08:00,0.677,0.012,0,0
2023-04-04 09:00,1.028,0.013,0,0
2023-04-04 10:00,1.317,0.023,0,0
2023-04-04 11:00,1.437,0.035,0,0
2023-04-04 12:00,1.471,0.026,0,0
2023-04-04 13:00,1.395,0.038,0,0
2023-04-04 14:00,1.213,0.036,0,0
2023-04-04 15:00,0.902,0.027,0,0
2023-04-04 16:00,0.554,0.037,0,0
2023-04-04 17:00,0.277,0.033,0,0
2023-04-04 18:00,0.109,0.03,0,0
2023-04-04 19:00,0.146,0.022,0,0
2023-04-04 20:00,0.494,0.032,0,0
2023-04-04 21:00,0.941,0.03,0,0
2023-04-04 22:00,1.303,0.073,0,0
2023-04-04 23:00,1.495,0.054,0,0
2023-04-05 00:00,1.586,0.035,0,0
2023-04-05 01:00,1.594,0.033,0,0
2023-04-05 02:00,1.426,0.029,0,0
2023-04-05 03:00,1.087,0.074,0,0
2023-04-05 04:00,0.694,0.011,0,0
2023-04-05 05:00,0.436,0.013,0,0
2023-04-05 06:00,0.235,0.01,0,0
2023-04-05 07:00,0.21,0.013,0,0
2023-04-05 08:00,0.439,0.013,0,0
2023-04-05 09:00,0.815,0.009,0,0
2023-04-05 10:00,1.218,0.028,0,0
2023-04-05 11:00,1.444,0.04,0,0
2023-04-05 12:00,1.557,0.04,0,0
2023-04-05 13:00,1.608,0.062,0,0
2023-04-05 14:00,1.515,0.046,0,0
2023-04-05 15:00,1.281,0.026,0,0
2023-04-05 16:00,0.934,0.035,0,0
2023-04-05 17:00,0.616,0.036,0,0
2023-04-05 18:00,0.394,0.038,0,0
2023-04-05 19:00,0.289,0.046,0,0
2023-04-05 20:00,0.463,0.027,0,0
2023-04-05 21:00,0.884,0.03,0,0
2023-04-05 22:00,1.294,0.041,0,0
2023-04-05 23:00,1.58,0.044,0,0
2023-04-06 00:00,1.746,0.053,0,0
2023-04-06 01:00,1.834,0.054,0,0
2023-04-06 02:00,1.743,0.063,0,0
2023-04-06 03:00,1.481,0.014,0,0
2023-04-06 04:00,1.082,0.023,0,0
2023-04-06 05:00,0.715,0.021,0,0
2023-04-06 06:00,0.428,0.017,0,0
2023-04-06 07:00,0.209,0.008,0,0
2023-04-06 08:00,0.18,0.014,0,0
2023-04-06 09:00,0.514,0.022,0,0
2023-04-06 10:00,0.961,0.017,0,0
2023-04-06 11:00,1.357,0.03,0,0
2023-04-06 12:00,1.536,0.031,0,0
2023-04-06 13:00,1.612,0.054,0,0
2023-04-06 14:00,1.554,0.037,0,0
2023-04-06 15:00,1.318,0.043,0,0
2023-04-06 16:00,0.947,0.048,0,0
2023-04-06 17:00,0.583,0.023,0,0
2023-04-06 18:00,0.316,0.023,0,0
2023-04-06 19:00,0.161,0.025,0,0
2023-04-06 20:00,0.158,0.057,0,0
2023-04-06 21:00,0.463,0.029,0,0
2023-04-06 22:00,0.919,0.046,0,0
2023-04-06 23:00,1.327,0.033,0,0
2023-04-07 00:00,1.556,0.034,0,0
2023-04-07 01:00,1.658,0.04,0,0
2023-04-07 02:00,1.725,0.037,0,0
2023-04-07 03:00,1.563,0.039,0,0
2023-04-07 04:00,1.165,0.012,0,0
2023-04-07 05:00,0.702,0.01,0,0
2023-04-07 06:00,0.362,0.01,0,0
2023-04-07 07:00,0.076,0.009,0,0
2023-04-07 08:00,-0.007,0.008,0,0
2023-04-07 09:00,0.193,0.015,0,0
2023-04-07 10:00,0.579,0.019,0,0
2023-04-07 11:00,1.071,0.034,0,0
2023-04-07 12:00,1.293,0.033,0,0
2023-04-07 13:00,1.353,0.047,0,0
2023-04-07 14:00,1.384,0.031,0,0
2023-04-07 15:00,1.342,0.028,0,0
2023-04-07 16:00,1.127,0.03,0,0
2023-04-07 17:00,0.725,0.046,0,0
2023-04-07 18:00,0.433,0.025,0,0
2023-04-07 19:00,0.125,0.026,0,0
2023-04-07 20:00,-0.017,0.037,0,0
2023-04-07 21:00,0.046,0.023,0,0
2023-04-07 22:00,0.432,0.037,0,0
2023-04-07 23:00,0.902,0.033,0,0
2023-04-08 00:00,1.295,0.037,0,0
2023-04-08 01:00,1.537,0.033,0,0
2023-04-08 02:00,1.605,0.028,0,0
2023-04-08 03:00,1.539,0.026,0,0
2023-04-08 04:00,1.226,0.017,0,0
2023-04-08 05:00,0.764,0.023,0,0
2023-04-08 06:00,0.398,0.026,0,0
2023-04-08 07:00,0.128,0.021,0,0
2023-04-08 08:00,-0.057,0.023,0,0
2023-04-08 09:00,-0.097,0.01,0,0
2023-04-08 10:00,0.221,0.013,0,0
2023-04-08 11:00,0.641,0.016,0,0
2023-04-08 12:00,0.993,0.017,0,0
2023-04-08 13:00,1.177,0.033,0,0
2023-04-08 14:00,1.327,0.037,0,0
2023-04-08 15:00,1.431,0.034,0,0
2023-04-08 16:00,1.313,0.024,0,0
2023-04-08 17:00,1.008,0.054,0,0
2023-04-08 18:00,0.593,0.028,0,0
2023-04-08 19:00,0.264,0.037,0,0
2023-04-08 20:00,0.07,0.046,0,0
2023-04-08 21:00,0.037,0.025,0,0
2023-04-08 22:00,0.292,0.043,0,0
2023-04-08 23:00,0.775,0.029,0,0
2023-04-09 00:00,1.276,0.04,0,0
2023-04-09 01:00,1.521,0.043,0,0
2023-04-09 02:00,1.644,0.032,0,0
2023-04-09 03:00,1.664,0.019,0,0
2023-04-09 04:00,1.535,0.015,0,0
2023-04-09 05:00,1.256,0.013,0,0
2023-04-09 06:00,0.866,0.008,0,0
2023-04-09 07:00,0.471,0.012,0,0
2023-04-09 08:00,0.181,0.021,0,0
2023-04-09 09:00,-0.019,0.009,0,0
2023-04-09 10:00,0.045,0.013,0,0
2023-04-09 11:00,0.401,0.016,0,0
2023-04-09 12:00,0.787,0.015,0,0
2023-04-09 13:00,1.116,0.026,0,0
2023-04-09 14:00,1.324,0.04,0,0
2023-04-09 15:00,1.467,0.044,0,0
2023-04-09 16:00,1.444,0.04,0,0
2023-04-09 17:00,1.191,0.03,0,0
2023-04-09 18:00,0.838,0.034,0,0
2023-04-09 19:00,0.516,0.031,0,0
2023-04-09 20:00,0.306,0.031,0,0
2023-04-09 21:00,0.179,0.032,0,0
2023-04-09 22:00,0.209,0.033,0,0
2023-04-09 23:00,0.514,0.029,0,0
2023-04-10 00:00,0.938,0.033,0,0
2023-04-10 01:00,1.336,0.024,0,0
2023-04-10 02:00,1.562,0.02,0,0
2023-04-10 03:00,1.692,0.01,0,0
2023-04-10 04:00,1.731,0.012,0,0
2023-04-10 05:00,1.525,0.007,0,0
2023-04-10 06:00,1.191,0.007,0,0
2023-04-10 07:00,0.756,0.011,0,0
2023-04-10 08:00,0.402,0.017,0,0
2023-04-10 09:00,0.17,0.01,0,0
2023-04-10 10:00,0.038,0.02,0,0
2023-04-10 11:00,0.169,0.023,0,0
2023-04-10 12:00,0.459,0.029,0,0
2023-04-10 13:00,0.793,0.051,0,0
2023-04-10 14:00,1.062,0.024,0,0
2023-04-10 15:00,1.226,0.035,0,0
2023-04-10 16:00,1.326,0.024,0,0
2023-04-10 17:00,1.269,0.029,0,0
2023-04-10 18:00,1.039,0.021,0,0
2023-04-10 19:00,0.726,0.055,0,0
2023-04-10 20:00,0.437,0.038,0,0
2023-04-10 21:00,0.245,0.029,0,0
2023-04-10 22:00,0.133,0.032,0,0
2023-04-10 23:00,0.224,0.038,0,0
2023-04-11 00:00,0.579,0.031,0,0
2023-04-11 01:00,0.978,0.026,0,0
2023-04-11 02:00,1.277,0.04,0,0
2023-04-11 03:00,1.421,0.021,0,0
2023-04-11 04:00,1.527,0.011,0,0
2023-04-11 05:00,1.56,0.008,0,0
2023-04-11 06:00,1.35,0.008,0,0
2023-04-11 07:00,1.035,0.008,0,0
2023-04-11 08:00,0.623,0.016,0,0
2023-04-11 09:00,0.338,0.01,0,0
2023-04-11 10:00,0.129,0.018,0,0
2023-04-11 11:00,0.026,0.02,0,0
2023-04-11 12:00,0.177,0.049,0,0
2023-04-11 13:00,0.452,0.028,0,0
2023-04-11 14:00,0.794,0.035,0,0
2023-04-11 15:00,1.078,0.029,0,0
2023-04-11 16:00,1.232,0.04,0,0
2023-04-11 17:00,1.299,0.028,0,0
2023-04-11 18:00,1.218,0.029,0,0
2023-04-11 19:00,1.003,0.046,0,0
2023-04-11 20:00,0.714,0.033,0,0
2023-04-11 21:00,0.474,0.055,0,0
2023-04-11 22:00,0.299,0.045,0,0
2023-04-11 23:00,0.245,0.033,0,0
2023-04-12 00:00,0.353,0.026,0,0
2023-04-12 01:00,0.646,0.017,0,0
2023-04-12 02:00,0.998,0.045,0,0
2023-04-12 03:00,1.23,0.025,0,0
2023-04-12 04:00,1.41,0.013,0,0
2023-04-12 05:00,1.557,0.007,0,0
2023-04-12 06:00,1.564,0.007,0,0
2023-04-12 07:00,1.323,0.009,0,0
2023-04-12 08:00,1.007,0.007,0,0
2023-04-12 09:00,0.605,0.01,0,0
2023-04-12 10:00,0.312,0.02,0,0
2023-04-12 11:00,0.151,0.024,0,0
2023-04-12 12:00,0.067,0.026,0,0
2023-04-12 13:00,0.213,0.049,0,0
2023-04-12 14:00,0.44,0.027,0,0
2023-04-12 15:00,0.74,0.022,0,0
2023-04-12 16:00,0.967,0.025,0,0
2023-04-12 17:00,1.115,0.038,0,0
2023-04-12 18:00,1.191,0.036,0,0
2023-04-12 19:00,1.143,0.043,0,0
2023-04-12 20:00,0.961,0.029,0,0
2023-04-12 21:00,0.677,0.059,0,0
2023-04-12 22:00,0.448,0.063,0,0
2023-04-12 23:00,0.325,0.045,0,0
2023-04-13 00:00,0.315,0.03,0,0
2023-04-13 01:00,0.458,0.041,0,0
2023-04-13 02:00,0.707,0.029,0,0
2023-04-13 03:00,0.974,0.033,0,0
2023-04-13 04:00,1.241,0.011,0,0
2023-04-13 05:00,1.516,0.01,0,0
2023-04-13 06:00,1.687,0.009,0,0
2023-04-13 07:00,1.671,0.009,0,0
2023-04-13 08:00,1.454,0.007,0,0
2023-04-13 09:00,1.118,0.011,0,0
2023-04-13 10:00,0.781,0.028,0,0
2023-04-13 11:00,0.553,0.023,0,0
2023-04-13 12:00,0.393,0.041,0,0
2023-04-13 13:00,0.306,0.021,0,0
2023-04-13 14:00,0.452,0.037,0,0
2023-04-13 15:00,0.686,0.022,0,0
2023-04-13 16:00,0.943,0.025,0,0
2023-04-13 17:00,1.177,0.047,0,0
2023-04-13 18:00,1.343,0.047,0,0
2023-04-13 19:00,1.42,0.031,0,0
2023-04-13 20:00,1.345,0.027,0,0
2023-04-13 21:00,1.168,0.053,0,0
2023-04-13 22:00,0.91,0.041,0,0
2023-04-13 23:00,0.681,0.035,0,0
2023-04-14 00:00,0.545,0.027,0,0
2023-04-14 01:00,0.454,0.022,0,0
2023-04-14 02:00,0.487,0.032,0,0
2023-04-14 03:00,0.675,0.02,0,0
2023-04-14 04:00,0.949,0.011,0,0
2023-04-14 05:00,1.274,0.01,0,0
2023-04-14 06:00,1.509,0.008,0,0
2023-04-14 07:00,1.604,0.011,0,0
2023-04-14 08:00,1.591,0.011,0,0
2023-04-14 09:00,1.439,0.009,0,0
2023-04-14 10:00,1.174,0.018,0,0
2023-04-14 11:00,0.853,0.035,0,0
2023-04-14 12:00,0.588,0.031,0,0
2023-04-14 13:00,0.332,0.034,0,0
2023-04-14 14:00,0.216,0.039,0,0
2023-04-14 15:00,0.279,0.022,0,0
2023-04-14 16:00,0.53,0.03,0,0
2023-04-14 17:00,0.817,0.022,0,0
2023-04-14 18:00,1.112,0.023,0,0
2023-04-14 19:00,1.327,0.065,0,0
2023-04-14 20:00,1.405,0.035,0,0
2023-04-14 21:00,1.342,0.04,0,0
2023-04-14 22:00,1.174,0.03,0,0
2023-04-14 23:00,0.956,0.037,0,0
2023-04-15 00:00,0.743,0.051,0,0
2023-04-15 01:00,0.562,0.035,0,0
2023-04-15 02:00,0.375,0.029,0,0
2023-04-15 03:00,0.322,0.017,0,0
2023-04-15 04:00,0.532,0.012,0,0
2023-04-15 05:00,0.892,0.008,0,0
2023-04-15 06:00,1.289,0.009,0,0
2023-04-15 07:00,1.504,0.007,0,0
2023-04-15 08:00,1.607,0.014,0,0
2023-04-15 09:00,1.636,0.008,0,0
2023-04-15 10:00,1.517,0.013,0,0
2023-04-15 11:00,1.299,0.025,0,0
2023-04-15 12:00,0.935,0.032,0,0
2023-04-15 13:00,0.629,0.021,0,0
2023-04-15 14:00,0.373,0.028,0,0
2023-04-15 15:00,0.237,0.034,0,0
2023-04-15 16:00,0.317,0.042,0,0
2023-04-15 17:00,0.65,0.034,0,0
2023-04-15 18:00,0.983,0.025,0,0
2023-04-15 19:00,1.298,0.063,0,0
2023-04-15 20:00,1.483,0.063,0,0
2023-04-15 21:00,1.586,0.055,0,0
2023-04-15 22:00,1.547,0.05,0,0
2023-04-15 23:00,1.356,0.028,0,0
2023-04-16 00:00,1.13,0.034,0,0
2023-04-16 01:00,0.847,0.049,0,0
2023-04-16 02:00,0.588,0.039,0,0
2023-04-16 03:00,0.339,0.022,0,0
2023-04-16 04:00,0.274,0.01,0,0
2023-04-16 05:00,0.533,0.013,0,0
2023-04-16 06:00,0.968,0.01,0,0
2023-04-16 07:00,1.395,0.016,0,0
2023-04-16 08:00,1.597,0.008,0,0
2023-04-16 09:00,1.661,0.006,0,0
2023-04-16 10:00,1.701,0.009,0,0
2023-04-16 11:00,1.591,0.028,0,0
2023-04-16 12:00,1.325,0.022,0,0
2023-04-16 13:00,0.962,0.038,0,0
2023-04-16 14:00,0.641,0.037,0,0
2023-04-16 15:00,0.358,0.025,0,0
2023-04-16 16:00,0.192,0.028,0,0
2023-04-16 17:00,0.252,0.027,0,0
2023-04-16 18:00,0.593,0.027,0,0
2023-04-16 19:00,0.986,0.047,0,0
2023-04-16 20:00,1.376,0.039,0,0
2023-04-16 21:00,1.565,0.039,0,0
2023-04-16 22:00,1.701,0.054,0,0
2023-04-16 23:00,1.7,0.05,0,0
2023-04-17 00:00,1.542,0.077,0,0
2023-04-17 01:00,1.206,0.043,0,0
2023-04-17 02:00,0.85,0.032,0,0
2023-04-17 03:00,0.559,0.024,0,0
2023-04-17 04:00,0.364,0.015,0,0
2023-04-17 05:00,0.309,0.015,0,0
2023-04-17 06:00,0.555,0.025,0,0
2023-04-17 07:00,0.965,0.015,0,0
2023-04-17 08:00,1.392,0.016,0,0
2023-04-17 09:00,1.711,0.02,0,0
2023-04-17 10:00,1.872,0.026,0,0
2023-04-17 11:00,1.938,0.046,0,0
2023-04-17 12:00,1.742,0.039,0,0
2023-04-17 13:00,1.413,0.041,0,0
2023-04-17 14:00,0.968,0.028,0,0
2023-04-17 15:00,0.651,0.032,0,0
2023-04-17 16:00,0.37,0.029,0,0
2023-04-17 17:00,0.177,0.025,0,0
2023-04-17 18:00,0.238,0.024,0,0
2023-04-17 19:00,0.678,0.032,0,0
2023-04-17 20:00,1.16,0.054,0,0
2023-04-17 21:00,1.576,0.049,0,0
2023-04-17 22:00,1.799,0.082,0,0
2023-04-17 23:00,1.941,0.1,0,0
2023-04-18 00:00,1.879,0.072,0,0
2023-04-18 01:00,1.562,0.04,0,0
2023-04-18 02:00,1.169,0.034,0,0
2023-04-18 03:00,0.755,0.022,0,0
2023-04-18 04:00,0.415,0.023,0,0
2023-04-18 05:00,0.19,0.019,0,0
2023-04-18 06:00,0.14,0.024,0,0
2023-04-18 07:00,0.34,0.025,0,0
2023-04-18 08:00,0.787,0.02,0,0
2023-04-18 09:00,1.241,0.03,0,0
2023-04-18 10:00,1.598,0.026,0,0
2023-04-18 11:00,1.81,0.075,0,0
2023-04-18 12:00,1.821,0.056,0,0
2023-04-18 13:00,1.587,0.054,0,0
2023-04-18 14:00,1.208,0.052,0,0
2023-04-18 15:00,0.76,0.058,0,0
2023-04-18 16:00,0.394,0.027,0,0
2023-04-18 17:00,0.117,0.049,0,0
2023-04-18 18:00,-0.044,0.025,0,0
2023-04-18 19:00,0.15,0.024,0,0
2023-04-18 20:00,0.667,0.028,0,0
2023-04-18 21:00,1.163,0.046,0,0
2023-04-18 22:00,1.515,0.04,0,0
2023-04-18 23:00,1.711,0.068,0,0
2023-04-19 00:00,1.804,0.043,0,0
2023-04-19 01:00,1.705,0.046,0,0
2023-04-19 02:00,1.389,0.041,0,0
2023-04-19 03:00,0.961,0.023,0,0
2023-04-19 04:00,0.582,0.022,0,0
2023-04-19 05:00,0.25,0.026,0,0
2023-04-19 06:00,0.009,0.027,0,0
2023-04-19 07:00,0.004,0.015,0,0
2023-04-19 08:00,0.401,0.02,0,0
2023-04-19 09:00,0.93,0.013,0,0
2023-04-19 10:00,1.362,0.015,0,0
2023-04-19 11:00,1.58,0.048,0,0
2023-04-19 12:00,1.666,0.045,0,0
2023-04-19 13:00,1.626,0.058,0,0
2023-04-19 14:00,1.349,0.029,0,0
2023-04-19 15:00,0.956,0.028,0,0
2023-04-19 16:00,0.498,0.046,0,0
2023-04-19 17:00,0.171,0.037,0,0
2023-04-19 18:00,-0.081,0.039,0,0
2023-04-19 19:00,-0.188,0.022,0,0
2023-04-19 20:00,0.132,0.04,0,0
2023-04-19 21:00,0.676,0.034,0,0
2023-04-19 22:00,1.259,0.059,0,0
2023-04-19 23:00,1.635,0.085,0,0
2023-04-20 00:00,1.86,0.049,0,0
2023-04-20 01:00,1.89,0.043,0,0
2023-04-20 02:00,1.682,0.045,0,0
2023-04-20 03:00,1.254,0.04,0,0
2023-04-20 04:00,0.791,0.016,0,0
2023-04-20 05:00,0.429,0.021,0,0
2023-04-20 06:00,0.153,0.042,0,0
2023-04-20 07:00,-0.05,0.03,0,0
2023-04-20 08:00,-0.042,0.018,0,0
2023-04-20 09:00,0.35,0.014,0,0
2023-04-20 10:00,0.826,0.017,0,0
2023-04-20 11:00,1.251,0.028,0,0
2023-04-20 12:00,1.547,0.033,0,0
2023-04-20 13:00,1.681,0.057,0,0
2023-04-20 14:00,1.61,0.034,0,0
2023-04-20 15:00,1.293,0.036,0,0
2023-04-20 16:00,0.84,0.102,0,0
2023-04-20 17:00,0.409,0.051,0,0
2023-04-20 18:00,0.156,0.035,0,0
2023-04-20 19:00,0.002,0.044,0,0
2023-04-20 20:00,0.052,0.034,0,0
2023-04-20 21:00,0.458,0.032,0,0
2023-04-20 22:00,0.966,0.036,0,0
2023-04-20 23:00,1.416,0.052,0,0
2023-04-21 00:00,1.667,0.027,0,0
2023-04-21 01:00,1.828,0.027,0,0
2023-04-21 02:00,1.825,0.071,0,0
2023-04-21 03:00,1.567,0.058,0,0
2023-04-21 04:00,1.146,0.022,0,0
2023-04-21 05:00,0.677,0.02,0,0
2023-04-21 06:00,0.36,0.028,0,0
2023-04-21 07:00,0.088,0.029,0,0
2023-04-21 08:00,-0.075,0.036,0,0
2023-04-21 09:00,0.067,0.019,0,0
2023-04-21 10:00,0.509,0.014,0,0
2023-04-21 11:00,1.013,0.03,0,0
2023-04-21 12:00,1.386,0.037,0,0
2023-04-21 13:00,1.593,0.053,0,0
2023-04-21 14:00,1.677,0.038,0,0
2023-04-21 15:00,1.56,0.025,0,0
2023-04-21 16:00,1.182,0.038,0,0
2023-04-21 17:00,0.718,0.05,0,0
2023-04-21 18:00,0.403,0.031,0,0
2023-04-21 19:00,0.215,0.049,0,0
2023-04-21 20:00,0.139,0.04,0,0
